Store,Sales_sum,Sales_mean,Sales_std,Customers_sum,Customers_mean,StoreType_first,Assortment_first,CompetitionDistance_first,Sales_Category
794,2405374,3083.81,575.95,407027,521.83,c,c,5090.0,Low
795,3547312,4553.67,1502.73,364026,467.3,d,a,510.0,Low
796,5643678,7244.77,2144.22,520214,667.8,a,c,7180.0,High
797,2617520,4208.23,1131.54,257816,414.5,a,a,2090.0,Low
798,5825254,7468.27,2846.77,702461,900.59,a,a,9560.0,High
799,7708195,9894.99,2025.61,700034,898.63,a,c,2700.0,High
800,4157860,5337.43,1369.94,388966,499.31,d,a,2020.0,Medium
801,3798660,4845.23,1467.47,371915,474.38,d,a,48330.0,Low
802,5363403,6841.08,1694.3,410025,522.99,a,c,910.0,Medium
803,4650665,6047.68,1845.73,378421,492.09,d,a,1760.0,Medium
804,3061600,4922.19,1094.29,273928,440.4,c,c,2100.0,Low
805,3784390,6084.23,1723.83,356051,572.43,d,a,24770.0,Medium
806,4234755,6808.29,1999.76,326751,525.32,d,a,260.0,Medium
807,7669453,9820.04,1696.16,767032,982.12,a,a,3870.0,High
808,5687084,7291.13,2029.23,469085,601.39,a,a,18620.0,High
809,7317626,9393.61,3007.76,624924,802.21,a,a,12770.0,High
810,4619798,5930.42,1270.8,380807,488.84,d,c,9640.0,Medium
811,3239518,4132.04,871.78,535292,682.77,a,a,410.0,Low
812,4966087,6366.78,2075.07,605630,776.45,d,a,2590.0,Medium
813,4514925,5810.71,1159.82,505237,650.24,a,a,1560.0,Medium
814,6628829,8476.76,2607.11,543698,695.27,d,c,24530.0,High
815,5222211,8395.84,2236.92,507202,815.44,a,a,590.0,High
816,3998667,5133.08,1331.67,578506,742.63,c,c,460.0,Medium
817,17057867,21757.48,4674.8,2454370,3130.57,a,a,140.0,Very High
818,4772357,6110.57,1915.01,496141,635.26,d,a,490.0,Medium
819,4775423,6091.1,1231.05,423324,539.95,a,c,720.0,Medium
820,7517399,12085.85,2169.82,677726,1089.59,a,c,1650.0,Very High
821,5438993,6937.49,1855.85,667296,851.14,a,a,1700.0,Medium
822,6066329,7737.66,2271.49,499161,636.68,a,c,410.0,High
823,4549069,5802.38,1542.64,446881,570.0,a,c,16210.0,Medium
824,5358101,6834.31,2016.14,676454,862.82,a,a,17570.0,Medium
825,2838137,4562.92,972.6,334048,537.05,a,a,380.0,Low
826,6859209,8839.19,2076.4,598363,771.09,a,c,7980.0,High
827,10000214,12771.67,3037.19,1302475,1663.44,a,c,250.0,Very High
828,4055958,5199.95,1690.65,457911,587.07,d,c,3290.0,Medium
829,4624043,5920.67,1450.44,617709,790.92,c,a,110.0,Medium
830,4816406,6174.88,2012.13,410638,526.46,a,c,6320.0,Medium
831,9884733,12689.0,3617.68,1228453,1576.96,a,a,800.0,Very High
832,5115779,6550.29,1558.25,433019,554.44,d,a,5070.0,Medium
833,4293342,5511.35,1462.3,394316,506.18,d,c,3290.0,Medium
834,4600937,5868.54,1679.2,501318,639.44,a,a,3470.0,Medium
835,3979293,5174.63,1571.41,505659,657.55,a,a,2890.0,Medium
836,4606682,5906.0,2157.75,554940,711.46,a,a,2720.0,Medium
837,2608765,3473.72,1496.0,345575,460.15,a,c,14600.0,Low
838,6246047,7987.27,1928.68,639466,817.73,d,c,6890.0,High
839,4019692,5127.16,1660.71,507297,647.06,c,a,240.0,Medium
840,5738112,7319.02,1920.43,827775,1055.84,a,a,1070.0,High
841,2318635,2972.61,1096.26,321495,412.17,a,a,27650.0,Low
842,11553523,18574.8,3788.99,714829,1149.24,d,c,1200.0,Very High
843,7423466,9468.71,2209.82,875136,1116.24,c,a,60.0,High
844,3255217,4178.71,1472.47,353844,454.23,a,a,2030.0,Low
845,3746964,4828.56,1022.47,277736,357.91,d,a,7860.0,Low
846,7185993,9224.64,2785.17,673539,864.62,a,c,8860.0,High
847,5518727,7111.76,1791.02,784345,1010.75,c,c,190.0,High
848,5059150,6630.6,2009.05,574672,753.17,a,c,370.0,Medium
849,6393691,8155.22,1779.38,697085,889.14,c,c,5000.0,High
850,4787781,6193.77,1812.79,504159,652.21,d,a,1120.0,Medium
851,3392054,5453.46,1205.21,292151,469.7,d,c,2330.0,Medium
852,3597687,4606.51,1374.6,456050,583.93,c,a,940.0,Low
853,7181892,9243.1,2129.02,792735,1020.25,a,a,14040.0,High
854,5130172,6577.14,1707.04,530973,680.73,c,a,4770.0,Medium
855,4477596,5762.67,1677.29,477358,614.36,a,a,3440.0,Medium
856,5599626,7142.38,1467.89,750983,957.89,a,a,3020.0,High
857,5815578,7446.32,1768.5,720850,922.98,c,a,6270.0,High
858,2957986,4755.6,946.92,260058,418.1,a,a,3370.0,Low
859,4667332,7503.75,1364.07,451729,726.25,c,a,21770.0,High
860,4521003,5781.33,1479.75,572462,732.05,c,c,5980.0,Medium
861,2674267,3500.35,951.5,389298,509.55,c,c,740.0,Low
862,6715065,8565.13,2139.4,876626,1118.15,a,c,2840.0,High
863,6836861,7707.85,2765.46,814889,918.7,a,c,21370.0,High
864,3316575,4268.44,1096.6,456851,587.97,a,a,1020.0,Low
865,5894369,7566.58,1693.33,496348,637.16,d,c,2640.0,High
866,5368119,6873.39,1757.73,379569,486.0,d,a,9680.0,Medium
867,3809715,4329.22,1396.97,360886,410.1,d,c,21810.0,Low
868,7480652,9578.3,1914.03,509296,652.11,d,c,1360.0,High
869,4659180,5973.31,2050.03,678666,870.08,c,a,230.0,Medium
870,5349346,6929.2,1362.89,670529,868.56,a,a,780.0,Medium
871,4889449,6260.5,1704.93,374591,479.63,d,c,10620.0,Medium
872,6649861,8536.41,1943.3,640124,821.73,a,c,3860.0,High
873,2990009,3833.34,984.33,355880,456.26,a,a,2040.0,Low
874,3593615,4583.69,1009.93,399658,509.77,a,a,3210.0,Low
875,3943035,5061.66,1483.53,366310,470.23,d,a,5070.0,Medium
876,7069345,9228.91,4079.72,779006,1016.98,a,a,21790.0,High
877,5103191,6331.5,1539.62,704036,873.49,a,c,29190.0,Medium
878,6801666,8720.08,2411.59,620669,795.73,d,c,1100.0,High
879,2340576,3762.98,1014.78,216037,347.33,d,a,2320.0,Low
880,5832985,7507.06,1592.99,614028,790.25,a,c,4570.0,High
881,3274150,4203.02,1518.46,483296,620.41,a,a,180.0,Low
882,5081054,6607.35,1597.1,647761,842.34,a,a,30.0,Medium
883,3714779,4768.65,1301.18,391539,502.62,a,a,3200.0,Low
884,3443958,5536.91,1465.64,329703,530.07,d,c,7550.0,Medium
885,4235932,5458.68,1378.21,565894,729.24,a,a,480.0,Medium
886,5018882,6442.72,1732.64,474412,609.0,a,c,12430.0,Medium
887,5317050,6887.37,2028.92,445543,577.13,d,a,19700.0,Medium
888,6271013,7998.74,1752.34,582833,743.41,d,a,4450.0,High
889,3232661,4144.44,1241.37,353304,452.95,d,a,18670.0,Low
890,3563801,5729.58,1551.81,276589,444.68,a,a,4450.0,Medium
891,6189692,7976.41,1929.98,851629,1097.46,a,c,350.0,High
892,5927347,7599.16,2802.73,608437,780.05,a,a,19370.0,High
893,3978679,6396.59,1283.82,514925,827.85,a,a,130.0,Medium
894,6529198,8468.48,2641.82,797763,1034.71,a,a,190.0,High
895,7248912,9329.36,1754.93,685097,881.72,a,c,4150.0,High
896,5439130,6937.67,1403.63,852792,1087.74,a,c,170.0,Medium
897,2717511,3492.94,1810.46,268885,345.61,c,c,3290.0,Low
898,5173270,6615.43,2874.48,555939,710.92,a,a,18540.0,Medium
899,4109286,5268.32,2134.67,438759,562.51,d,a,2590.0,Medium
900,3635287,5844.51,1179.38,341494,549.03,a,a,3920.0,Medium
901,5669137,7231.04,1942.91,500746,638.71,a,c,3170.0,High
902,3039385,4886.47,926.14,391201,628.94,a,a,310.0,Low
903,7300878,11737.75,2210.19,508657,817.78,d,c,7290.0,Very High
904,3742423,6016.76,1402.98,319701,513.99,d,c,570.0,Medium
905,6645066,8530.25,2654.03,987344,1267.45,a,a,90.0,High
906,8535775,10929.29,2663.46,992530,1270.85,a,a,90.0,Very High
907,4884914,6270.75,1400.1,646047,829.33,a,c,250.0,Medium
908,3307400,4234.83,1593.06,283561,363.07,a,a,1980.0,Low
909,6512493,10728.98,3252.09,619197,1020.09,a,c,1680.0,Very High
910,4452869,5708.81,1670.34,447385,573.57,d,c,12480.0,Medium
911,7749768,9884.91,2244.51,712986,909.42,a,c,16490.0,High
912,4520528,5765.98,1347.96,594778,758.65,c,c,3100.0,Medium
913,6900317,8892.16,2469.65,902068,1162.46,a,a,280.0,High
914,7453259,9506.71,2372.19,888608,1133.43,c,c,2640.0,High
915,3942303,6338.11,1588.56,319510,513.68,d,c,650.0,Medium
916,4176608,5382.23,1112.63,546736,704.56,a,a,90.0,Medium
917,5221594,6702.94,2004.14,577462,741.29,a,a,7240.0,Medium
918,4046072,5187.27,1631.14,431296,552.94,a,c,18710.0,Medium
919,3438093,5536.38,1651.66,420199,676.65,a,a,2620.0,Medium
920,3585330,5764.2,1202.15,361808,581.68,a,a,850.0,Medium
921,7389638,9473.89,2958.32,853783,1094.59,a,a,840.0,High
922,5739531,7405.85,1509.95,552904,713.42,d,a,2110.0,High
923,4167230,5315.34,740.82,501835,640.1,a,a,280.0,Medium
924,3702496,4752.88,1432.64,350663,450.15,a,a,6420.0,Low
925,5147464,6693.71,1690.59,921935,1198.88,c,a,470.0,Medium
926,5655998,7260.59,2007.88,422709,542.63,d,c,5150.0,High
927,5059388,6553.61,2084.83,672726,871.41,a,a,480.0,Medium
928,6243438,8014.68,2482.28,539545,692.61,d,c,1090.0,High
929,4559231,5815.35,1333.1,557548,711.16,a,c,4820.0,Medium
930,5569973,7150.16,1747.3,911976,1170.7,a,a,70.0,High
931,3140234,3588.84,1226.46,386489,441.7,a,c,1480.0,Low
932,4607215,7395.21,1896.28,455455,731.07,a,a,15700.0,High
933,5718554,7331.48,2417.79,706128,905.29,a,c,6270.0,High
934,5268860,6763.62,1848.05,529417,679.61,a,c,5460.0,Medium
935,4430153,5650.71,1676.24,470734,600.43,a,c,22350.0,Medium
936,5496846,7056.28,1423.92,694390,891.39,a,a,580.0,High
937,5648895,7232.9,1895.19,457265,585.49,d,a,2810.0,High
938,7375962,9408.11,1923.27,755547,963.71,a,a,2820.0,High
939,4656745,5977.85,1475.55,449101,576.51,d,a,1340.0,Medium
940,5657022,7252.59,1967.92,579554,743.02,d,c,6470.0,High
941,3129057,5030.64,1267.75,344647,554.09,a,a,1200.0,Medium
942,4731583,6058.36,1589.75,367396,470.42,d,c,6860.0,Medium
943,5428994,6969.18,1481.38,471937,605.82,d,c,18020.0,Medium
944,6217518,7930.51,2195.41,963947,1229.52,c,a,1670.0,High
945,3429965,4374.96,1104.65,416215,530.89,a,c,12480.0,Low
946,3274470,4203.43,1137.46,414924,532.64,a,a,2220.0,Low
947,6470539,8392.4,1749.95,879169,1140.3,a,a,460.0,High
948,6437314,6936.76,1838.01,1589133,1712.43,b,b,1430.0,Medium
949,4194405,5350.01,1842.57,389579,496.91,a,a,870.0,Medium
950,4450296,5742.32,1597.7,435793,562.31,a,a,8460.0,Medium
951,6058267,7776.98,1938.23,559971,718.83,d,c,710.0,High
952,4085326,6568.05,1285.48,329797,530.22,d,c,6300.0,Medium
953,4162942,5323.46,1888.7,424309,542.59,a,a,19830.0,Medium
954,5426552,6966.05,2043.24,705305,905.4,a,a,390.0,Medium
955,3676529,4719.55,1380.12,355771,456.7,d,c,1690.0,Low
956,2992188,3855.91,1499.18,385118,496.29,a,a,2330.0,Low
957,6192726,7898.89,2509.55,666924,850.67,d,c,1420.0,High
958,3327635,4244.43,972.2,441182,562.73,a,a,440.0,Low
959,5528325,7051.43,1930.97,583763,744.6,a,c,1060.0,High
960,5251132,6723.6,1782.31,431941,553.06,d,a,8990.0,Medium
961,5080588,6521.94,1462.02,536603,688.84,d,c,9430.0,Medium
962,5125011,6690.61,2135.91,696101,908.75,c,a,260.0,Medium
963,8385406,10764.32,4507.55,791630,1016.21,a,c,23620.0,Very High
964,7534699,9759.97,2387.78,1077174,1395.3,a,a,270.0,High
965,6626600,8484.76,2498.33,707184,905.49,a,c,110.0,High
966,3753283,4818.08,1055.46,475390,610.26,a,a,760.0,Low
967,6731473,8641.17,2227.27,719270,923.32,a,c,3560.0,High
968,5609742,7191.98,1799.56,683254,875.97,c,a,1190.0,High
969,2645117,3503.47,946.13,452346,599.13,a,c,600.0,Low
970,2573975,3295.74,1185.54,312532,400.17,a,a,910.0,Low
971,6392792,8270.11,2397.13,761659,985.33,c,a,1140.0,High
972,2402627,3422.55,1468.55,272238,387.8,a,a,14960.0,Low
973,5017528,6440.99,1941.35,615311,789.87,d,c,330.0,Medium
974,7178474,11540.95,2171.22,971204,1561.42,a,a,150.0,Very High
975,6010559,7715.74,2031.32,579446,743.83,a,c,9630.0,High
976,5433498,6974.97,2163.97,559119,717.74,a,a,4180.0,Medium
977,2974291,4774.14,1831.79,318092,510.58,a,a,520.0,Low
978,5626588,7213.57,1968.27,757830,971.58,c,c,3890.0,High
979,4898808,6264.46,1856.63,497651,636.38,a,c,2270.0,Medium
980,5468281,7019.62,1963.94,432164,554.77,a,a,4420.0,High
981,5700952,7308.91,1999.28,588296,754.23,d,c,2620.0,High
982,6285458,8058.28,2371.88,539497,691.66,d,a,21930.0,High
983,7941077,10259.79,3233.19,1068066,1379.93,a,a,40.0,Very High
984,4708162,6067.22,1832.41,574511,740.35,c,a,440.0,Medium
985,6516900,8387.26,2253.5,601984,774.75,c,c,490.0,High
986,4802035,6220.25,2140.17,639283,828.09,a,a,620.0,Medium
987,5368327,6847.36,2058.58,680093,867.47,c,a,1690.0,Medium
988,3683288,4698.07,989.22,566446,722.51,a,a,30.0,Low
989,3260812,5242.46,1363.43,356745,573.55,a,a,1640.0,Medium
990,4999125,6409.13,1718.85,447315,573.48,d,a,20930.0,Medium
991,4484520,5756.77,1341.03,418129,536.75,a,a,1010.0,Medium
992,4452757,5715.99,1523.92,546190,701.14,a,a,2480.0,Medium
993,5942063,7618.03,2158.21,587207,752.83,d,c,3460.0,High
994,3536283,4539.52,1733.87,344327,442.01,a,a,2290.0,Low
995,7226190,9264.35,2133.76,614734,788.12,d,a,6560.0,High
996,4993206,6510.05,2249.46,534380,696.71,c,a,2870.0,Medium
997,4028334,5157.92,1583.65,322024,412.32,d,c,5840.0,Medium
998,3354263,4316.94,873.28,415133,534.28,a,a,780.0,Low
999,7163321,9183.74,3111.99,515113,660.4,d,c,15140.0,High
1000,4635525,7452.61,1493.94,423675,681.15,a,c,2230.0,High
1001,4239004,5420.72,1809.8,485624,621.0,c,a,19640.0,Medium
1002,4753790,6063.51,1398.92,562417,717.37,d,c,1130.0,Medium
1003,5751204,7382.8,2604.38,602250,773.11,a,a,170.0,High
1004,3212907,5165.45,1460.22,281082,451.9,d,c,970.0,Medium
1005,4834459,6205.98,1317.17,729683,936.69,a,a,6480.0,Medium
1006,4970130,6371.96,1632.88,675677,866.25,c,c,3890.0,Medium
1007,5485024,6996.2,1880.95,639858,816.15,c,c,4180.0,Medium
1008,4179585,5331.1,1386.01,561855,716.65,a,c,30.0,Medium
1009,2968299,4772.18,1041.55,284969,458.15,a,a,230.0,Low
1010,6957339,8874.16,2387.3,633057,807.47,d,c,4610.0,High
1011,6137147,7878.24,2059.64,734852,943.33,a,c,490.0,High
1012,3762920,6049.71,1295.75,321582,517.01,d,c,6330.0,Medium
1013,3110984,3993.56,1325.45,345207,443.14,a,a,630.0,Low
1014,9509102,12206.81,4571.51,1051375,1349.65,a,c,210.0,Very High
1015,4705183,6040.03,1514.2,383638,492.47,d,c,9910.0,Medium
1016,4213934,5409.41,1920.67,389650,500.19,c,c,550.0,Medium
1017,5539437,7203.43,1712.67,781115,1015.75,c,a,110.0,High
1018,9187204,11748.34,2843.85,1063112,1359.48,c,c,140.0,Very High
1019,5651236,9071.0,2633.35,469473,753.57,d,c,2740.0,High
1020,7054345,9032.45,1822.18,866840,1109.91,a,a,40.0,High
1021,6835866,8877.75,1469.16,817747,1062.01,a,a,1080.0,High
1022,5706179,7325.01,2132.68,641135,823.02,a,c,1520.0,High
1023,4799042,6152.62,1827.83,491531,630.17,c,a,3740.0,Medium
1024,4810209,6135.47,1383.58,615780,785.43,c,c,1990.0,Medium
1025,5762189,7425.5,1343.32,672559,866.7,a,a,720.0,High
1026,7397085,9495.62,2753.18,919445,1180.29,c,a,450.0,High
1027,8163847,13104.09,3754.72,1032892,1657.93,a,c,190.0,Very High
1028,3686723,4732.64,1781.58,425786,546.58,a,a,150.0,Low
1029,4224868,5416.5,1983.79,591023,757.72,a,a,1590.0,Medium
1030,2816323,3610.67,1430.31,258896,331.92,a,a,36410.0,Low
1031,3773364,4843.86,1495.2,325598,417.97,d,a,590.0,Low
1032,7172255,9195.2,2936.95,752136,964.28,d,c,270.0,High
1033,10870270,13865.14,3290.34,1018597,1299.23,a,a,7680.0,Very High
1034,5072945,6503.78,2681.14,568150,728.4,a,a,13750.0,Medium
1035,3803794,4876.66,1913.56,450423,577.47,a,a,27150.0,Low
1036,3884252,4986.2,1109.76,367372,471.59,d,c,9560.0,Low
1037,5387026,6906.44,1757.62,681679,873.95,a,c,150.0,Medium
1038,3668097,5897.26,1382.65,319358,513.44,d,a,17290.0,Medium
1039,6307879,8181.43,2293.83,799824,1037.39,a,c,70.0,High
1040,6775360,8697.51,2436.74,674734,866.15,a,a,4030.0,High
1041,3801487,6111.72,1061.28,408015,655.97,c,a,1600.0,Medium
1042,3218244,4131.25,1204.31,426002,546.86,a,a,3440.0,Low
1043,6858406,8792.83,2357.42,941445,1206.98,c,a,420.0,High
1044,5145309,6622.02,1646.97,695225,894.76,c,a,240.0,Medium
1045,6654188,7535.89,2511.72,808163,915.25,a,c,26990.0,High
1046,6784716,8698.35,2537.94,533570,684.06,d,c,29070.0,High
1047,3791124,4885.47,1456.66,407902,525.65,a,a,3750.0,Low
1048,5392653,6887.17,1996.84,416229,531.58,d,c,1860.0,Medium
1049,2478906,3985.38,870.24,395752,636.26,a,a,370.0,Low
1050,5771211,7389.51,1917.2,404342,517.72,d,c,13170.0,High
1051,5737921,7490.76,2053.47,770860,1006.34,c,a,200.0,High
1052,5662859,7269.4,1950.31,588984,756.08,a,c,5080.0,High
1053,7002929,8932.31,2576.35,791662,1009.77,a,a,1710.0,High
1054,4730838,6034.23,1797.54,483709,616.98,a,c,13190.0,Medium
1055,6197127,7914.59,1916.6,775488,990.41,c,a,1980.0,High
1056,2415557,3877.3,1142.98,230408,369.84,d,c,5350.0,Low
1057,5036413,6424.0,1404.57,502083,640.41,d,c,3230.0,Medium
1058,5658141,7263.34,2097.72,546009,700.91,a,c,180.0,High
1059,6604849,8424.55,1833.35,904541,1153.75,c,a,3380.0,High
1060,5707977,7327.31,1889.02,660675,848.11,a,c,3430.0,High
1061,5732970,7378.34,1785.71,431026,554.73,d,c,8110.0,High
1062,4990259,6405.98,1815.01,461502,592.43,d,a,190.0,Medium
1063,3348689,4271.29,1112.88,416261,530.95,a,c,6250.0,Low
1064,7365896,9455.58,2060.2,831862,1067.86,a,c,420.0,High
1065,2611257,4198.16,1096.29,301834,485.26,a,a,1290.0,Low
1066,8626583,11073.92,1924.01,877097,1125.93,a,a,3350.0,Very High
1067,3580348,5756.19,1254.51,305012,490.37,d,c,12020.0,Medium
1068,3451074,4441.54,1128.26,240516,309.54,d,c,5010.0,Low
1069,4930721,6305.27,2230.95,621457,794.7,a,c,18050.0,Medium
1070,5515214,7034.71,1794.7,680475,867.95,c,c,400.0,High
1071,4725345,6027.23,1357.77,571238,728.62,a,a,820.0,Medium
1072,5314269,6821.91,1972.94,500175,642.07,a,c,5380.0,Medium
1073,5668621,7276.79,1808.33,715327,918.26,a,c,1710.0,High
1074,4014070,5146.24,1455.43,433374,555.61,c,c,3330.0,Medium
1075,9004545,11485.39,1577.49,856724,1092.76,a,c,1410.0,Very High
1076,2820000,3620.03,1019.98,424905,545.45,a,c,90.0,Low
1077,3497529,4489.77,1290.43,386337,495.94,a,a,3750.0,Low
1078,5289878,6808.08,2174.83,406860,523.63,d,c,670.0,Medium
1079,6783229,8685.31,2595.38,538364,689.33,a,a,16680.0,High
1080,6338656,10190.77,1805.78,523432,841.53,a,a,2410.0,Very High
1081,4485164,5924.92,2154.41,709444,937.18,b,a,400.0,Medium
1082,5494934,7044.79,1983.68,807063,1034.7,c,a,440.0,High
1083,4019314,5146.37,1235.92,281668,360.65,d,c,11540.0,Medium
1084,4904211,6271.37,1235.54,631824,807.96,a,a,190.0,Medium
1085,5932711,7567.23,1944.0,596091,760.32,c,a,4030.0,High
1086,5996057,7677.41,3061.35,655364,839.13,a,a,180.0,High
1087,4925247,6282.2,1370.37,482537,615.48,d,c,2210.0,Medium
1088,3960984,5084.7,1599.74,377930,485.15,a,a,4300.0,Medium
1089,7915233,10160.76,2279.63,781006,1002.58,d,a,5220.0,Very High
1090,5033396,6453.07,2365.2,612815,785.66,a,a,330.0,Medium
1091,6488655,8276.35,2193.63,546598,697.19,a,c,9990.0,High
1092,7439455,11960.54,1881.24,724644,1165.02,a,a,300.0,Very High
1093,6504285,8338.83,1938.95,678171,869.45,c,c,10450.0,High
1094,2845473,4574.72,1022.17,232530,373.84,d,a,2380.0,Low
1095,3739067,4781.42,1354.6,530065,677.83,a,a,690.0,Low
1096,4250632,5456.52,1565.24,493156,633.06,a,c,1130.0,Medium
1097,9179413,9744.6,1900.89,2280508,2420.92,b,b,720.0,High
1098,4102408,5259.5,1670.52,553080,709.08,a,a,1830.0,Medium
1099,6914599,7743.11,2128.23,875095,979.95,a,c,200.0,High
1100,4167374,5405.15,2039.01,514503,667.32,a,a,540.0,Medium
1101,7818257,9972.27,2524.22,774945,988.45,d,c,4060.0,High
1102,4353993,6999.99,1267.15,439429,706.48,a,a,850.0,Medium
1103,3920264,5019.54,1449.45,301204,385.66,d,c,1340.0,Medium
1104,3397012,5461.43,1278.69,268215,431.21,d,a,260.0,Medium
1105,3555802,4564.57,1579.59,397318,510.04,c,c,330.0,Low
1106,3836971,4894.1,1388.85,437169,557.61,a,c,5330.0,Low
1107,3882362,6231.72,2014.66,416495,668.53,a,a,1400.0,Medium
1108,4482599,5746.92,2441.87,460408,590.27,a,a,540.0,Medium
1109,3064721,4927.2,1394.92,281354,452.34,c,a,3490.0,Low
1110,3548486,4531.91,1433.17,422958,540.18,c,c,900.0,Low
1111,4091076,5251.7,1667.62,351883,451.71,a,a,1900.0,Medium
1112,7974294,10236.58,3334.92,653276,838.61,c,c,1880.0,Very High
1113,5196242,6627.86,1456.49,562151,717.03,a,c,9260.0,Medium
1114,16202585,20666.56,3452.94,2509542,3200.95,a,c,870.0,Very High
1115,4922229,6302.47,1728.16,337884,432.63,d,c,5350.0,Medium
